"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"MGAT4A" 1.29000382820197e-24 0.686984979317304 0.179 0.087 2.51563646537667e-20 "1" "MGAT4A"
"PLXNB2" 2.4582397913448e-24 0.467102040698087 0.177 0.078 4.7938134171015e-20 "1" "PLXNB2"
"GMIP" 3.22801023908757e-24 0.657758235659098 0.159 0.064 6.29494276724467e-20 "1" "GMIP"
"PTPN6" 3.84623053370931e-24 0.591518212140585 0.236 0.123 7.50053416378652e-20 "1" "PTPN6"
"CD83" 3.86054356391792e-24 0.464825245063207 0.237 0.124 7.52844600399633e-20 "1" "CD83"
"CTSC" 5.14445033260691e-24 0.402719743966829 0.332 0.232 1.00321925936167e-19 "1" "CTSC"
"CAPN3" 1.05385770132796e-23 0.50236961574586 0.13 0.042 2.05512790335965e-19 "1" "CAPN3"
"RAB3IL1" 1.06065753877043e-23 0.524146617899329 0.124 0.039 2.06838826635621e-19 "1" "RAB3IL1"
"VSIR" 1.16222508598484e-23 0.378898173013281 0.204 0.109 2.26645514017903e-19 "1" "VSIR"
"ACER3" 1.44798860785884e-23 0.552086225639614 0.237 0.121 2.82372258418553e-19 "1" "ACER3"
"ARHGDIB" 1.82521524780358e-23 0.480452853092441 0.295 0.196 3.55935225474176e-19 "1" "ARHGDIB"
"PLA2G15" 1.85296168879534e-23 0.626290330299104 0.177 0.081 3.61346058931979e-19 "1" "PLA2G15"
"PLGRKT" 2.25564666337024e-23 0.657530180588397 0.275 0.176 4.39873655823831e-19 "1" "PLGRKT"
"SLC11A1" 2.2799491639577e-23 0.565787570588987 0.279 0.155 4.44612886463391e-19 "1" "SLC11A1"
"CLEC5A" 2.29296026656969e-23 0.687186380122506 0.183 0.084 4.47150181583755e-19 "1" "CLEC5A"
"PTP4A2" 2.7026362178792e-23 0.504103034425261 0.414 0.352 5.27041088848623e-19 "1" "PTP4A2"
"CCL3" 4.720647933704e-23 0.392761034800914 0.295 0.175 9.20573553551617e-19 "1" "CCL3"
"PLCB2" 5.99805514581678e-23 0.611615752480782 0.125 0.041 1.16968073398573e-18 "1" "PLCB2"
"TACC1" 6.03819820820747e-23 0.540779728875926 0.323 0.25 1.17750903258254e-18 "1" "TACC1"
"ATF3" 7.45838090855848e-23 0.438174588774908 0.293 0.184 1.45445886097799e-18 "1" "ATF3"
"CLTC" 8.58446880368632e-23 0.497351391351218 0.328 0.248 1.67405726140687e-18 "1" "CLTC"
"LRP1" 8.95181195408697e-23 0.457846697505752 0.354 0.239 1.7456928491665e-18 "1" "LRP1"
"TGFB1" 9.07588673823424e-23 0.599912885831739 0.199 0.102 1.76988867282306e-18 "1" "TGFB1"
"PON3" 1.13877229395827e-22 0.674496897750811 0.171 0.09 2.22071985044803e-18 "1" "PON3"
"9930111J21RIK2" 1.34829870383765e-22 0.687736318491947 0.209 0.116 2.62931730235381e-18 "1" "9930111J21RIK2"
"LACC1" 1.80825795056821e-22 0.611200212821785 0.191 0.091 3.52628382940306e-18 "1" "LACC1"
"SNX18" 1.87684003968267e-22 0.588389541133258 0.187 0.091 3.66002576138517e-18 "1" "SNX18"
"DIP2B" 1.94578698139244e-22 0.628215428107747 0.207 0.113 3.7944791924134e-18 "1" "DIP2B"
"PWWP2A" 2.06283009975526e-22 0.728151449283857 0.216 0.133 4.02272497753273e-18 "1" "PWWP2A"
"CORO1A" 2.30300725681547e-22 0.58556019462606 0.205 0.108 4.49109445151585e-18 "1" "CORO1A"
"DDX26B" 2.47970835628414e-22 0.948050227444559 0.164 0.057 4.8356792655897e-18 "1" "DDX26B"
"NMT1" 3.02348072912766e-22 0.550141975137528 0.323 0.234 5.89608976987185e-18 "1" "NMT1"
"RASA4" 4.22106034291742e-22 0.551088578493976 0.133 0.048 8.23148977472326e-18 "1" "RASA4"
"ROCK2" 6.00169586606127e-22 0.529193336181735 0.417 0.349 1.17039071084061e-17 "1" "ROCK2"
"SEMA4D" 7.03051885994094e-22 0.582439642059744 0.163 0.068 1.37102148287708e-17 "1" "SEMA4D"
"PABPC1" 1.46108795720009e-21 0.218350081451495 0.641 0.612 2.8492676253359e-17 "1" "PABPC1"
"CHD9" 1.52638608834981e-21 0.539122929117035 0.366 0.271 2.97660551089097e-17 "1" "CHD9"
"DOCK2" 3.1864458571166e-21 0.539927347192649 0.173 0.084 6.21388806596307e-17 "1" "DOCK2"
"LHFPL2" 4.17567670129874e-21 0.54910090393156 0.259 0.162 8.14298713520267e-17 "1" "LHFPL2"
"MAN1A2" 6.7206056794967e-21 0.571436279064091 0.274 0.193 1.31058531355865e-16 "1" "MAN1A2"
"NFKBIZ" 8.31132649837742e-21 0.426015903260518 0.249 0.147 1.62079178044858e-16 "1" "NFKBIZ"
"ALOX5AP" 1.19542263587e-20 0.503725324480045 0.151 0.066 2.33119368221009e-16 "1" "ALOX5AP"
"SKAP2" 2.20708516923491e-20 0.524937976199123 0.228 0.134 4.30403678852499e-16 "1" "SKAP2"
"FAM46C" 2.22295997131469e-20 0.450687444554342 0.189 0.094 4.33499424006078e-16 "1" "FAM46C"
"PTPN1" 2.4831677390798e-20 0.528115867441922 0.283 0.201 4.84242540797951e-16 "1" "PTPN1"
"CFLAR" 2.49784843637428e-20 0.567397555653146 0.238 0.151 4.87105423577349e-16 "1" "CFLAR"
"FAM46A" 4.08710216990333e-20 0.566004196828285 0.164 0.083 7.97025794152848e-16 "1" "FAM46A"
"RBM5" 5.84980313925623e-20 0.462108928497503 0.404 0.354 1.14077011018636e-15 "1" "RBM5"
"PPFIA4" 8.49912488330208e-20 0.482238324933839 0.183 0.091 1.65741434349274e-15 "1" "PPFIA4"
"F11R" 1.07726646760999e-19 0.613818950538303 0.231 0.134 2.10077733848624e-15 "1" "F11R"
"RHOH" 1.31794969700204e-19 0.415152763864101 0.117 0.043 2.57013370412367e-15 "1" "RHOH"
"IL1A" 1.52763589081974e-19 0.459816525427628 0.136 0.051 2.97904275068757e-15 "1" "IL1A"
"TUBGCP5" 1.94417029839873e-19 0.593628961297992 0.197 0.111 3.79132649890737e-15 "1" "TUBGCP5"
"GDI2" 2.45676723321673e-19 0.393124721527963 0.366 0.312 4.79094178149595e-15 "1" "GDI2"
"RNASET2A" 2.5780525812863e-19 0.441417991011193 0.308 0.196 5.02746033876641e-15 "1" "RNASET2A"
"TMEM86A" 2.90332660237747e-19 0.441680126283675 0.163 0.076 5.6617772072963e-15 "1" "TMEM86A"
"CYSLTR1" 3.5204706634154e-19 0.545220533668946 0.12 0.044 6.86526984072638e-15 "1" "CYSLTR1"
"KCNK6" 4.55337329166592e-19 0.527860018384733 0.123 0.051 8.87953325607772e-15 "1" "KCNK6"
"CYBA" 8.45301194955666e-19 0.29275078938912 0.399 0.303 1.64842186028304e-14 "1" "CYBA"
"GIT2" 8.85825278312661e-19 0.46990354467191 0.227 0.139 1.72744787523752e-14 "1" "GIT2"
"PPP1R15A" 1.00507251857907e-18 0.439616791332841 0.23 0.146 1.95999191848105e-14 "1" "PPP1R15A"
"PTPRE" 1.03742397369956e-18 0.564416125524376 0.267 0.183 2.02308049111151e-14 "1" "PTPRE"
"TCIRG1" 1.08687553321921e-18 0.476924120748675 0.178 0.087 2.11951597733077e-14 "1" "TCIRG1"
"HCK" 1.12654178351409e-18 0.390363738435752 0.149 0.065 2.19686913203083e-14 "1" "HCK"
"TMEM63A" 1.13494101876828e-18 0.44725551256379 0.125 0.051 2.21324848070003e-14 "1" "TMEM63A"
"ACTR2" 1.258786611694e-18 0.414719242718134 0.304 0.229 2.45475977146448e-14 "1" "ACTR2"
"RASAL3" 1.28573386786509e-18 0.470183464987474 0.12 0.045 2.50730961572372e-14 "1" "RASAL3"
"IL6ST" 1.4581189382183e-18 0.554179018539666 0.222 0.131 2.8434777414195e-14 "1" "IL6ST"
"PDIA3" 1.49144506917192e-18 0.349560334898504 0.598 0.568 2.90846702939215e-14 "1" "PDIA3"
"ERP29" 2.34373531296546e-18 0.397615508634909 0.389 0.309 4.57051823381393e-14 "1" "ERP29"
"HCLS1" 3.7954377522796e-18 0.498978888100879 0.209 0.127 7.40148316072044e-14 "1" "HCLS1"
"2810474O19RIK" 4.23800582004191e-18 0.578509506222083 0.291 0.206 8.26453514966372e-14 "1" "2810474O19RIK"
"TGFBR2" 4.61023767771123e-18 0.398502334631964 0.208 0.117 8.99042449530466e-14 "1" "TGFBR2"
"OPHN1" 5.50355215695831e-18 0.488289686493187 0.274 0.181 1.07324770612844e-13 "1" "OPHN1"
"ADCY7" 5.65666567727045e-18 0.386852367047407 0.112 0.037 1.10310637372451e-13 "1" "ADCY7"
"SLA" 5.85749766904262e-18 0.501279784462273 0.135 0.059 1.14227062044e-13 "1" "SLA"
"CXCL13" 7.00475315584107e-18 0.182855949255122 0.32 0.215 1.36599691292057e-13 "1" "CXCL13"
"RBM39" 7.95184503092609e-18 0.257311200181208 0.582 0.615 1.5506892994809e-13 "1" "RBM39"
"FOSB" 1.55432882481451e-17 0.441800052926326 0.13 0.054 3.03109664127079e-13 "1" "FOSB"
"LAT2" 1.58551798771156e-17 0.476109347270099 0.275 0.169 3.09191862783631e-13 "1" "LAT2"
"IL21R" 1.80966886655435e-17 0.518942304852416 0.129 0.054 3.52903525666764e-13 "1" "IL21R"
"DAGLB" 2.8324088804921e-17 0.486482325220935 0.169 0.083 5.52348055784764e-13 "1" "DAGLB"
"REL" 2.9206438816415e-17 0.455071093855246 0.171 0.088 5.69554763358909e-13 "1" "REL"
"NARS" 2.97346751965503e-17 0.400538693498976 0.443 0.404 5.79855901007928e-13 "1" "NARS"
"RUNX1" 3.57182822606295e-17 0.409334903457031 0.133 0.06 6.96542222364536e-13 "1" "RUNX1"
"CASP1" 3.65818688104125e-17 0.493115360339101 0.176 0.086 7.13383023671855e-13 "1" "CASP1"
"ARID4A" 3.8105879745083e-17 0.53236902368611 0.357 0.308 7.43102760908863e-13 "1" "ARID4A"
"BHLHE41" 5.56257200394108e-17 0.508718613429892 0.206 0.121 1.08475716648855e-12 "1" "BHLHE41"
"SMAD7" 6.32344711328415e-17 0.462751713649359 0.151 0.075 1.23313542156154e-12 "1" "SMAD7"
"MCL1" 6.89257123480705e-17 0.360449568089849 0.295 0.225 1.34412031649972e-12 "1" "MCL1"
"CSNK1E" 7.04405588821175e-17 0.439726831654228 0.241 0.157 1.37366133876017e-12 "1" "CSNK1E"
"SUSD3" 7.13826952059998e-17 0.47591430662856 0.106 0.038 1.3920339392122e-12 "1" "SUSD3"
"NFE2L2" 7.45606863844827e-17 0.409051979099829 0.343 0.27 1.4540079451838e-12 "1" "NFE2L2"
"HPS3" 7.67394545345092e-17 0.545089212980266 0.113 0.046 1.49649610287746e-12 "1" "HPS3"
"CCNG2" 8.2713874749802e-17 0.520943927929847 0.156 0.077 1.61300327149589e-12 "1" "CCNG2"
"ZMIZ1" 9.32462407994954e-17 0.470852095677159 0.287 0.206 1.81839494183096e-12 "1" "ZMIZ1"
"IFNAR2" 1.07214159114424e-16 0.439866257283831 0.309 0.252 2.09078331689039e-12 "1" "IFNAR2"
"NLRP3" 1.11041808490279e-16 0.454260903846021 0.115 0.045 2.16542630736892e-12 "1" "NLRP3"
"SKI" 1.1490605315225e-16 0.446320207406301 0.189 0.104 2.24078294252203e-12 "1" "SKI"
"COTL1" 1.25360632518735e-16 0.279229672301772 0.326 0.244 2.44465769474785e-12 "1" "COTL1"
"CLK1" 1.35784525156718e-16 0.411345156734924 0.357 0.283 2.64793402508117e-12 "1" "CLK1"
"DENND4A" 1.37243836616163e-16 0.327251564590517 0.151 0.071 2.6763920578518e-12 "1" "DENND4A"
"SFT2D1" 1.43193023344572e-16 0.479651231779086 0.234 0.182 2.7924071482425e-12 "1" "SFT2D1"
"AKAP8L" 1.4815015793853e-16 0.528599015438272 0.304 0.23 2.88907622995926e-12 "1" "AKAP8L"
"NUAK1" 1.49350040525831e-16 0.437207627414158 0.134 0.062 2.91247514029424e-12 "1" "NUAK1"
"ROGDI" 2.2458728190904e-16 0.437255209312178 0.126 0.056 4.37967658450819e-12 "1" "ROGDI"
"CD86" 2.30771447219221e-16 0.429816702409606 0.155 0.076 4.50027399222203e-12 "1" "CD86"
"RAPGEF6" 2.97130348667579e-16 0.524055938340538 0.283 0.212 5.79433892936646e-12 "1" "RAPGEF6"
"HPS4" 3.5304569670783e-16 0.495328875582789 0.134 0.067 6.88474413149939e-12 "1" "HPS4"
"SALL3" 3.79179553464493e-16 0.484396067184076 0.151 0.073 7.39438047211107e-12 "1" "SALL3"
"GSDMD" 3.86139846993638e-16 0.490067929294005 0.129 0.06 7.53011315622293e-12 "1" "GSDMD"
"PNRC1" 4.91887031842218e-16 0.364213715298065 0.277 0.195 9.59228900795509e-12 "1" "PNRC1"
"CLTA" 6.02110473601119e-16 0.26938352838943 0.413 0.385 1.17417563456954e-11 "1" "CLTA"
"PAK1" 6.82613856417177e-16 0.505527917289279 0.167 0.087 1.33116528139914e-11 "1" "PAK1"
"TBXAS1" 6.96989476382135e-16 0.361801098133122 0.172 0.087 1.3591991778928e-11 "1" "TBXAS1"
"GUSB" 8.60153837458331e-16 0.367492443610124 0.297 0.225 1.67738599842749e-11 "1" "GUSB"
"CERK" 1.05697698492722e-15 0.576841719224567 0.186 0.114 2.06121081830658e-11 "1" "CERK"
"E230029C05RIK" 1.10188294174321e-15 0.318643980005487 0.127 0.056 2.14878192469343e-11 "1" "E230029C05RIK"
"CD164" 1.16935840464065e-15 0.45311864200259 0.204 0.124 2.28036582488974e-11 "1" "CD164"
"DDX6" 1.2532990203687e-15 0.409675995250211 0.324 0.27 2.44405841962101e-11 "1" "DDX6"
"VAV1" 1.37563154937373e-15 0.462744872712459 0.138 0.072 2.68261908443372e-11 "1" "VAV1"
"AFTPH" 1.46130941323043e-15 0.55335991121409 0.183 0.115 2.84969948674066e-11 "1" "AFTPH"
"ZC3H7A" 1.80813048391308e-15 0.501793585005486 0.351 0.289 3.52603525667890e-11 "1" "ZC3H7A"
"TGS1" 2.19455170467925e-15 0.447396201364731 0.258 0.205 4.27959527929502e-11 "1" "TGS1"
"TEC" 2.41057963379536e-15 0.514783770975618 0.167 0.093 4.70087134386433e-11 "1" "TEC"
"TRF" 2.62771634937863e-15 0.390580516023006 0.27 0.17 5.12430965292326e-11 "1" "TRF"
"BAZ1A" 3.37312605753425e-15 0.507619745404418 0.172 0.102 6.57793312479753e-11 "1" "BAZ1A"
"EDEM1" 4.39066284333355e-15 0.432585465299749 0.147 0.079 8.56223161078477e-11 "1" "EDEM1"
"ZFP652" 4.73247173698988e-15 0.510798664091296 0.138 0.08 9.22879313430396e-11 "1" "ZFP652"
"CCL12" 5.62537069514428e-15 0.39903475304943 0.201 0.116 1.09700353926009e-10 "1" "CCL12"
"PIK3CG" 8.01864487883056e-15 0.38842771116517 0.125 0.063 1.56371593782075e-10 "1" "PIK3CG"
"BOD1L" 8.11974562698702e-15 0.424470039751343 0.374 0.331 1.58343159471874e-10 "1" "BOD1L"
"LCP2" 8.84343638982322e-15 0.449709861558688 0.168 0.106 1.72455853037943e-10 "1" "LCP2"
"USP35" 9.48526498388885e-15 0.520277846288197 0.103 0.039 1.84972152450816e-10 "1" "USP35"
"FCHSD2" 9.67740707290638e-15 0.48900632609132 0.171 0.116 1.88719115328747e-10 "1" "FCHSD2"
"PTPN18" 9.77074410908855e-15 0.359244565067798 0.211 0.14 1.90539280871336e-10 "1" "PTPN18"
"SF3B1" 1.08894951545476e-14 0.312986952596517 0.491 0.49 2.12356045008834e-10 "1" "SF3B1"
"ZFAND5" 1.63293128931231e-14 0.326676509518828 0.38 0.35 3.18437930728794e-10 "1" "ZFAND5"
"SLMAP" 1.88418093846653e-14 0.509718661009745 0.231 0.169 3.67434124810359e-10 "1" "SLMAP"
"RCSD1" 1.98111822361373e-14 0.387927729253538 0.105 0.043 3.86337864786914e-10 "1" "RCSD1"
"SNX5" 2.83436979365371e-14 0.362409582680266 0.268 0.197 5.5273045346041e-10 "1" "SNX5"
"TNFRSF13B" 2.90882306826207e-14 0.445501630738963 0.109 0.048 5.67249586541786e-10 "1" "TNFRSF13B"
"SLC12A2" 3.40891250618686e-14 0.490728863185356 0.249 0.173 6.64772027831499e-10 "1" "SLC12A2"
"ACOX3" 3.43847734484525e-14 0.4185126125771 0.127 0.059 6.70537467018272e-10 "1" "ACOX3"
"ITGB2" 4.4825929300117e-14 0.396600843013856 0.217 0.133 8.74150447281581e-10 "1" "ITGB2"
"KIF21B" 4.70812444688045e-14 0.511478457082448 0.115 0.052 9.18131348386157e-10 "1" "KIF21B"
"SOCS3" 5.06174748913303e-14 0.351985675645829 0.141 0.072 9.87091377855833e-10 "1" "SOCS3"
"C3AR1" 5.10631900822554e-14 0.328977534279539 0.217 0.132 9.95783269794063e-10 "1" "C3AR1"
"GM42418" 5.38411326693503e-14 0.542269876524608 0.337 0.357 1.049955928185e-09 "1" "GM42418"
"NFKBIA" 5.88226343723893e-14 0.299628185655711 0.366 0.334 1.14710019289596e-09 "1" "NFKBIA"
"HHEX" 5.92795323736723e-14 0.498384223960187 0.159 0.097 1.15601016081898e-09 "1" "HHEX"
"TLR7" 6.06959400941789e-14 0.381857585056803 0.121 0.057 1.18363152777658e-09 "1" "TLR7"
"IRF5" 6.22721487419176e-14 0.379589300127823 0.125 0.056 1.21436917261614e-09 "1" "IRF5"
"ACAP2" 6.37172554787164e-14 0.460279447411141 0.246 0.192 1.24255019909045e-09 "1" "ACAP2"
"SIPA1" 6.4952228371504e-14 0.424260075075132 0.143 0.076 1.2666334054727e-09 "1" "SIPA1"
"LIMD2" 7.13981620261205e-14 0.360127234732815 0.175 0.104 1.39233555767137e-09 "1" "LIMD2"
"AU020206" 7.26111118514253e-14 0.35206930937884 0.217 0.137 1.41598929221464e-09 "1" "AU020206"
"PKN1" 7.38096212219279e-14 0.553588790632645 0.137 0.085 1.43936142344881e-09 "1" "PKN1"
"CXXC5" 8.2440202348737e-14 0.416285683099689 0.235 0.169 1.60766638600272e-09 "1" "CXXC5"
"SOX4" 9.85321782403221e-14 0.494946480990958 0.221 0.149 1.92147600786452e-09 "1" "SOX4"
"PARVG" 1.13426757729109e-13 0.369643792192105 0.103 0.046 2.21193520247536e-09 "1" "PARVG"
"SOWAHC" 1.15326369400221e-13 0.425306703981208 0.157 0.087 2.2489795296737e-09 "1" "SOWAHC"
"IFNGR2" 1.1684108305236e-13 0.454860171835794 0.208 0.145 2.27851796060407e-09 "1" "IFNGR2"
"TMEM173" 1.29777242210718e-13 0.457297059256312 0.134 0.072 2.5307860003512e-09 "1" "TMEM173"
"SH3KBP1" 1.30573228139412e-13 0.432974374797864 0.222 0.154 2.54630852194667e-09 "1" "SH3KBP1"
"TNFRSF11A" 1.43014427550549e-13 0.387033928638487 0.113 0.054 2.78892435166327e-09 "1" "TNFRSF11A"
"NAALAD2" 1.591921371337e-13 0.555798833729748 0.132 0.072 3.10440586624429e-09 "1" "NAALAD2"
"CALM2" 1.64623655360298e-13 0.307920309491923 0.488 0.465 3.21032590318116e-09 "1" "CALM2"
"WAS" 1.74089321889315e-13 0.473065152545351 0.129 0.068 3.39491586616354e-09 "1" "WAS"
"VRK2" 1.81647934487701e-13 0.524738305432508 0.113 0.053 3.54231637044466e-09 "1" "VRK2"
"ZCWPW1" 2.48780568152542e-13 0.489122436066859 0.109 0.049 4.85146985954273e-09 "1" "ZCWPW1"
"ARPC1B" 2.52193488836986e-13 0.23073472368227 0.42 0.374 4.91802522581007e-09 "1" "ARPC1B"
"TBC1D5" 2.83368671373902e-13 0.605462921222909 0.119 0.056 5.52597246046247e-09 "1" "TBC1D5"
"LUC7L2" 2.98780112644796e-13 0.283460034131175 0.469 0.483 5.82651097668616e-09 "1" "LUC7L2"
"CCDC50" 2.99632531486225e-13 0.333758550161004 0.37 0.318 5.84313399651288e-09 "1" "CCDC50"
"CEBPA" 3.05524809056633e-13 0.430666262169987 0.117 0.055 5.95803930141341e-09 "1" "CEBPA"
"ZFP90" 3.47202266645407e-13 0.500633206307049 0.131 0.066 6.77079140185209e-09 "1" "ZFP90"
"FMNL3" 3.59145184825151e-13 0.392252295238281 0.112 0.05 7.00369024927528e-09 "1" "FMNL3"
"PIK3CD" 3.91193873407636e-13 0.352406055402336 0.107 0.046 7.6286717253223e-09 "1" "PIK3CD"
"ZFP292" 6.15162795106707e-13 0.446249587916743 0.257 0.192 1.19962896673759e-08 "1" "ZFP292"
"DDX3X" 7.78075891516136e-13 0.311640938825457 0.369 0.368 1.51732579604562e-08 "1" "DDX3X"
"EML4" 7.87641629479017e-13 0.416584526578552 0.259 0.199 1.53597994164703e-08 "1" "EML4"
"ARID1A" 8.49225885327307e-13 0.435074259043276 0.2 0.124 1.65607539897678e-08 "1" "ARID1A"
"EIF5B" 8.49626921642215e-13 0.285324960878176 0.452 0.464 1.65685745989448e-08 "1" "EIF5B"
"INTS6L" 8.67186385224995e-13 0.240717377805839 0.185 0.117 1.69110016982726e-08 "1" "INTS6L"
"SYK" 9.09069003784417e-13 0.395236734725272 0.108 0.046 1.77277546427999e-08 "1" "SYK"
"AP3B1" 9.55235462281948e-13 0.432885549386959 0.217 0.158 1.86280467499603e-08 "1" "AP3B1"
"ACIN1" 9.91222394438478e-13 0.330410231829782 0.535 0.519 1.93298279139448e-08 "1" "ACIN1"
"MTUS1" 1.0133185552338e-12 0.499157057031226 0.204 0.152 1.97607251456144e-08 "1" "MTUS1"
"NEK7" 1.18340648610267e-12 0.358753427288405 0.246 0.188 2.30776098854882e-08 "1" "NEK7"
"NCL" 1.37054999044753e-12 0.2112369521732 0.649 0.657 2.67270953637173e-08 "1" "NCL"
"SON" 1.48171492101338e-12 0.160253728137185 0.747 0.75 2.8894922674682e-08 "1" "SON"
"DNAJC7" 1.76754084229393e-12 0.427165364210418 0.281 0.247 3.4468813965574e-08 "1" "DNAJC7"
"SYNGR1" 1.80793285565325e-12 0.320049674072342 0.244 0.165 3.5256498618094e-08 "1" "SYNGR1"
"SENP2" 1.86353087931665e-12 0.429348813854671 0.214 0.167 3.6340715677554e-08 "1" "SENP2"
"CLIC1" 1.96569076170972e-12 0.303147902990881 0.335 0.293 3.83329355441012e-08 "1" "CLIC1"
"IK" 2.1251855693254e-12 0.327228859584026 0.395 0.373 4.14432437874146e-08 "1" "IK"
"EIF3A" 2.2421675070957e-12 0.253166707422856 0.527 0.55 4.37245085558733e-08 "1" "EIF3A"
"A230046K03RIK" 2.29710238556058e-12 0.369298111931815 0.178 0.112 4.47957936208169e-08 "1" "A230046K03RIK"
"IFI27L2A" 2.43932289940363e-12 0.192261064044308 0.3 0.229 4.75692358612701e-08 "1" "IFI27L2A"
"LST1" 2.44128297802564e-12 0.318496394740845 0.133 0.068 4.7607459354478e-08 "1" "LST1"
"FAM134B" 2.46718370192299e-12 0.414450602110879 0.192 0.124 4.81125493712001e-08 "1" "FAM134B"
"CCRL2" 3.40198310375079e-12 0.27902939383458 0.194 0.121 6.63420725062442e-08 "1" "CCRL2"
"EXTL3" 3.77563880667283e-12 0.305720694086025 0.134 0.074 7.36287323689269e-08 "1" "EXTL3"
"EVL" 4.03136730318554e-12 0.367541767991032 0.156 0.104 7.86156937794212e-08 "1" "EVL"
"DLEU2" 4.08869782722181e-12 0.409716413733077 0.138 0.073 7.97336963286525e-08 "1" "DLEU2"
"RGL2" 4.43594395481732e-12 0.394882411244931 0.147 0.085 8.65053430628926e-08 "1" "RGL2"
"HEBP1" 4.63916490241229e-12 0.326640588046153 0.207 0.157 9.04683547619421e-08 "1" "HEBP1"
"PHIP" 4.8515368829997e-12 0.39164163142493 0.336 0.266 9.46098207553771e-08 "1" "PHIP"
"SCAF11" 5.33607760791244e-12 0.391772353279436 0.372 0.327 1.040588494319e-07 "1" "SCAF11"
"MYO1F" 5.5512450688431e-12 0.410198463614941 0.138 0.074 1.08254830087509e-07 "1" "MYO1F"
"PCF11" 5.73017030691899e-12 0.428579488452179 0.227 0.164 1.11744051155227e-07 "1" "PCF11"
"LGALS3BP" 5.9233757887901e-12 0.303307772747842 0.262 0.188 1.15511751257196e-07 "1" "LGALS3BP"
"SAFB2" 6.35156298909608e-12 0.423061447957066 0.28 0.227 1.23861829850363e-07 "1" "SAFB2"
"MB21D1" 7.13460577451394e-12 0.398861546832589 0.117 0.06 1.39131947208796e-07 "1" "MB21D1"
"ZNRF2" 8.21114676312676e-12 0.319733200191444 0.128 0.068 1.60125573027735e-07 "1" "ZNRF2"
"CTSH" 8.4912935218438e-12 0.322177579201085 0.297 0.218 1.65588714969476e-07 "1" "CTSH"
"FBRSL1" 9.2463796727005e-12 0.355447937055128 0.141 0.075 1.80313649997332e-07 "1" "FBRSL1"
"PROS1" 1.00571124222366e-11 0.390055517131766 0.221 0.172 1.96123749346037e-07 "1" "PROS1"
"EPB41L2" 1.16570217170618e-11 0.241254031645692 0.243 0.193 2.27323580504423e-07 "1" "EPB41L2"
"RSRC2" 1.4693324933465e-11 0.333660118145239 0.439 0.447 2.86534529527501e-07 "1" "RSRC2"
"LAMP1" 1.57712440115011e-11 0.115517047860297 0.499 0.555 3.07555029468283e-07 "1" "LAMP1"
"ST3GAL5" 1.6772393270363e-11 0.51475245669085 0.149 0.094 3.27078441165349e-07 "1" "ST3GAL5"
"CACNA1A" 2.2556475899904e-11 0.443766552471713 0.13 0.07 4.39873836524027e-07 "1" "CACNA1A"
"SLC26A2" 2.34969476532866e-11 0.36741409788297 0.139 0.079 4.58213976186742e-07 "1" "SLC26A2"
"ICAM1" 2.36945432021199e-11 0.345519796784575 0.163 0.097 4.6206728698454e-07 "1" "ICAM1"
"HLTF" 2.66718147806808e-11 0.40501825646159 0.186 0.12 5.20127060038056e-07 "1" "HLTF"
"SFMBT1" 3.174049412681e-11 0.412706142073099 0.128 0.078 6.18971375966922e-07 "1" "SFMBT1"
"CANX" 3.3000265869303e-11 0.17159093420119 0.599 0.643 6.43538184717278e-07 "1" "CANX"
"BACH1" 3.31831737245865e-11 0.437187898502019 0.167 0.115 6.47105070803161e-07 "1" "BACH1"
"NTPCR" 3.64200998765651e-11 0.342286538439385 0.183 0.121 7.10228367692897e-07 "1" "NTPCR"
"CEBPB" 3.67258565271786e-11 0.274329913111846 0.144 0.08 7.16190928136511e-07 "1" "CEBPB"
"FILIP1L" 3.89983579195958e-11 0.521643872051293 0.224 0.155 7.60506977790037e-07 "1" "FILIP1L"
"TMX4" 4.12443247651576e-11 0.434135421560751 0.207 0.17 8.04305577245339e-07 "1" "TMX4"
"PTBP3" 4.14600983305172e-11 0.290849275428929 0.282 0.236 8.08513377543417e-07 "1" "PTBP3"
"P2RY6" 4.32175746559446e-11 0.327300780607671 0.113 0.054 8.42785923365575e-07 "1" "P2RY6"
"FAM117B" 4.88463558703835e-11 0.468760839020506 0.118 0.068 9.52552785828348e-07 "1" "FAM117B"
"NCOA3" 5.19968599849601e-11 0.409450865485685 0.109 0.054 1.01399076656671e-06 "1" "NCOA3"
"GXYLT1" 5.28849139382647e-11 0.439055439043706 0.166 0.108 1.0313087067101e-06 "1" "GXYLT1"
"MAP4K4" 5.68753394684523e-11 0.345685743943825 0.322 0.317 1.10912599497429e-06 "1" "MAP4K4"
"TNS3" 5.99224403116607e-11 0.367291757721959 0.151 0.092 1.1685475085177e-06 "1" "TNS3"
"FCRLS" 7.17246833080656e-11 0.369449320606051 0.156 0.091 1.39870304919059e-06 "1" "FCRLS"
"MAN2A2" 7.7710503734744e-11 0.366706257186966 0.154 0.093 1.51543253333124e-06 "1" "MAN2A2"
"RAP1B" 9.99330704177921e-11 0.334961408184762 0.247 0.201 1.94879480621736e-06 "1" "RAP1B"
"TRIM30A" 1.0131503213737e-10 0.330101072190658 0.239 0.185 1.97574444171085e-06 "1" "TRIM30A"
